sample_id,dataset,task_type,source_index,dev_index,input_1,input_2,choices,gold_label,negation_cues,importance,source_annotation,selection_method
N203,CommonsenseQA,question_answering,153,,"Danny found that the carpet did not ,match the drapes, which was disappointing, because this place was expensive.  But it was the only place in town that wasn't booked solid for the week and he needed it while he was in town, so he couldn't complain.   Where might this place be?",,"{""label"": [""A"", ""B"", ""C"", ""D"", ""E""], ""text"": [""brothel"", ""restaurant"", ""building"", ""bowling alley"", ""at hotel""]}",E,not [6] | was [32] | could [51],unimportant,Hossain et al. released GitHub annotation,fixed-seed sample of important; all unimportant
N204,SST-2,sentiment_analysis,160,414,"it has charm to spare , and unlike many romantic comedies , it does not alienate either gender in the audience .",,,positive,unlike [7] | not [14],important,Hossain et al. released GitHub annotation,all important; fixed-seed sample of unimportant
N205,CommonsenseQA,question_answering,70,,What will you do if you do not want to settle in one place?,,"{""label"": [""A"", ""B"", ""C"", ""D"", ""E""], ""text"": [""walk"", ""agitate"", ""wander"", ""remove"", ""disturb""]}",C,not [7],important,Hossain et al. released GitHub annotation,fixed-seed sample of important; all unimportant
N206,CommonsenseQA,question_answering,178,,"The electrode wouldn't spark, it turned out that the what hadn't been connected?",,"{""label"": [""A"", ""B"", ""C"", ""D"", ""E""], ""text"": [""battery"", ""electronic equipment"", ""electrolytic cell"", ""charge"", ""tube""]}",A,n't [3] | n't [13],unimportant,Hossain et al. released GitHub annotation,fixed-seed sample of important; all unimportant
N207,CommonsenseQA,question_answering,110,,What can happen if you are buying products that someone else does not want you to buy?,,"{""label"": [""A"", ""B"", ""C"", ""D"", ""E""], ""text"": [""joy"", ""disagreements"", ""agony"", ""pleasure"", ""owning""]}",B,not [12],important,Hossain et al. released GitHub annotation,fixed-seed sample of important; all unimportant
N208,SST-2,sentiment_analysis,60,847,"... mafia , rap stars and hood rats butt their ugly heads in a regurgitation of cinematic violence that gives brutal birth to an unlikely , but likable , hero . '",,,positive,unlikely [24],unimportant,Hossain et al. released GitHub annotation,all important; fixed-seed sample of unimportant
N209,CommonsenseQA,question_answering,68,,If you aren't well rested and it's a rainy day what might you do?,,"{""label"": [""A"", ""B"", ""C"", ""D"", ""E""], ""text"": [""sleep"", ""write"", ""make bread"", ""stay in bed"", ""enjoy film""]}",D,n't [3],important,Hossain et al. released GitHub annotation,fixed-seed sample of important; all unimportant
N210,SST-2,sentiment_analysis,80,346,"not only unfunny , but downright repellent .",,,negative,unfunny [2],important,Hossain et al. released GitHub annotation,all important; fixed-seed sample of unimportant
N211,SST-2,sentiment_analysis,154,258,`` the time machine '' is a movie that has no interest in itself .,,,negative,no [11],important,Hossain et al. released GitHub annotation,all important; fixed-seed sample of unimportant
N212,QNLI,natural_language_inference,151,2997,Who decided not to approve paying for renovations at Sun Life Stadium that the league wanted for them to do to host Super Bowl 50?,"However, on May 3, 2013, the Florida legislature refused to approve the funding plan to pay for the renovations, dealing a significant blow to Miami's chances.",,entailment,not [2],important,Hossain et al. released GitHub annotation,all important; fixed-seed sample of eligible unimportant
N213,SST-2,sentiment_analysis,29,139,it 's not the ultimate depression-era gangster movie .,,,negative,not [2],important,Hossain et al. released GitHub annotation,all important; fixed-seed sample of unimportant
N214,SST-2,sentiment_analysis,15,489,"it 's dumb , but more importantly , it 's just not scary .",,,negative,not [11],unimportant,Hossain et al. released GitHub annotation,all important; fixed-seed sample of unimportant
N215,SST-2,sentiment_analysis,131,475,"belongs to daniel day-lewis as much as it belongs to martin scorsese ; it 's a memorable performance in a big , brassy , disturbing , unusual and highly successful film .",,,positive,unusual [28],unimportant,Hossain et al. released GitHub annotation,all important; fixed-seed sample of unimportant
N216,SST-2,sentiment_analysis,181,645,"the words , ` frankly , my dear , i do n't give a damn , ' have never been more appropriate .",,,negative,n't [11] | never [18],important,Hossain et al. released GitHub annotation,all important; fixed-seed sample of unimportant
N217,CommonsenseQA,question_answering,12,,During a shark filled tornado where should you not be?,,"{""label"": [""A"", ""B"", ""C"", ""D"", ""E""], ""text"": [""marine museum"", ""pool hall"", ""noodle house"", ""bad movie"", ""outside""]}",E,not [8],important,Hossain et al. released GitHub annotation,fixed-seed sample of important; all unimportant
N218,CommonsenseQA,question_answering,179,,Danny is having fun just dancing and singing with his friends. He wasn't concerned with things that weren't fun. For him having fun is the same as what?,,"{""label"": [""A"", ""B"", ""C"", ""D"", ""E""], ""text"": [""injuries"", ""smiling"", ""being happy"", ""glee"", ""jump""]}",C,n't [14] | n't [20],unimportant,Hossain et al. released GitHub annotation,fixed-seed sample of important; all unimportant
N219,CommonsenseQA,question_answering,58,,"George checked the rotor of the Apache, which wasn't powered by internal combustion, but by what?",,"{""label"": [""A"", ""B"", ""C"", ""D"", ""E""], ""text"": [""jet engine"", ""helicopter"", ""electric motor"", ""rotator"", ""electrical circuit""]}",A,n't [10],unimportant,Hossain et al. released GitHub annotation,fixed-seed sample of important; all unimportant
N220,SST-2,sentiment_analysis,155,506,"crackerjack entertainment -- nonstop romance , music , suspense and action .",,,positive,nonstop [3],unimportant,Hossain et al. released GitHub annotation,all important; fixed-seed sample of unimportant
N221,SST-2,sentiment_analysis,43,483,"even if you do n't think ( kissinger 's ) any more guilty of criminal activity than most contemporary statesmen , he 'd sure make a courtroom trial great fun to watch .",,,positive,n't [4],unimportant,Hossain et al. released GitHub annotation,all important; fixed-seed sample of unimportant
N222,SST-2,sentiment_analysis,10,128,montias ... pumps a lot of energy into his nicely nuanced narrative and surrounds himself with a cast of quirky -- but not stereotyped -- street characters .,,,positive,not [22],important,Hossain et al. released GitHub annotation,all important; fixed-seed sample of unimportant
N223,SST-2,sentiment_analysis,164,562,scorsese does n't give us a character worth giving a damn about .,,,negative,n't [2],important,Hossain et al. released GitHub annotation,all important; fixed-seed sample of unimportant
N224,CommonsenseQA,question_answering,61,,Why would you not trust your friends after chatting with friends?,,"{""label"": [""A"", ""B"", ""C"", ""D"", ""E""], ""text"": [""fever"", ""smoke"", ""laughing"", ""coughing"", ""lie""]}",E,not [3],important,Hossain et al. released GitHub annotation,fixed-seed sample of important; all unimportant
N225,SST-2,sentiment_analysis,147,685,no screen fantasy-adventure in recent memory has the showmanship of clones ' last 45 minutes .,,,positive,no [0],unimportant,Hossain et al. released GitHub annotation,all important; fixed-seed sample of unimportant
N226,CommonsenseQA,question_answering,183,,"If while driving to work another car makes a careless maneuver, what emotion might you feel?",,"{""label"": [""A"", ""B"", ""C"", ""D"", ""E""], ""text"": [""boredom"", ""happiness"", ""transportation cost"", ""getting there"", ""road rage""]}",E,careless [9],unimportant,Hossain et al. released GitHub annotation,fixed-seed sample of important; all unimportant
N227,SST-2,sentiment_analysis,61,578,just not campy enough,,,negative,not [1],important,Hossain et al. released GitHub annotation,all important; fixed-seed sample of unimportant
N228,SST-2,sentiment_analysis,25,728,"but taken as a stylish and energetic one-shot , the queen of the damned can not be said to suck .",,,positive,not [17],important,Hossain et al. released GitHub annotation,all important; fixed-seed sample of unimportant
N229,SST-2,sentiment_analysis,178,149,"the volatile dynamics of female friendship is the subject of this unhurried , low-key film that is so off-hollywood that it seems positively french in its rhythms and resonance .",,,positive,unhurried [11],unimportant,Hossain et al. released GitHub annotation,all important; fixed-seed sample of unimportant
N230,SST-2,sentiment_analysis,22,551,nothing in waking up in reno ever inspired me to think of its inhabitants as anything more than markers in a screenplay .,,,negative,nothing [0],unimportant,Hossain et al. released GitHub annotation,all important; fixed-seed sample of unimportant
N231,SST-2,sentiment_analysis,23,845,"despite the evocative aesthetics evincing the hollow state of modern love life , the film never percolates beyond a monotonous whine .",,,negative,never [15],important,Hossain et al. released GitHub annotation,all important; fixed-seed sample of unimportant
N232,QNLI,natural_language_inference,171,4552,Who did BSkyB team up with because it was not part of the consortium?,"While BSkyB had been excluded from being a part of the ONdigital consortium, thereby making them a competitor by default, BSkyB was able to join ITV Digital's free-to-air replacement, Freeview, in which it holds an equal stake with the BBC, ITV, Channel 4 and National Grid Wireless.",,entailment,not [9],important,Hossain et al. released GitHub annotation,all important; fixed-seed sample of eligible unimportant
N233,CommonsenseQA,question_answering,9,,Where would you get some wood if you do not have any?,,"{""label"": [""A"", ""B"", ""C"", ""D"", ""E""], ""text"": [""carpet"", ""boat"", ""river"", ""lumberyard"", ""synagogue""]}",D,not [9],unimportant,Hossain et al. released GitHub annotation,fixed-seed sample of important; all unimportant
N234,SST-2,sentiment_analysis,41,248,"a full world has been presented onscreen , not some series of carefully structured plot points building to a pat resolution .",,,positive,not [8],unimportant,Hossain et al. released GitHub annotation,all important; fixed-seed sample of unimportant
N235,CommonsenseQA,question_answering,63,,When not in use where on your property would you store you bucket?,,"{""label"": [""A"", ""B"", ""C"", ""D"", ""E""], ""text"": [""utility closet"", ""outside"", ""well"", ""garden shed"", ""garage""]}",D,not [1],important,Hossain et al. released GitHub annotation,fixed-seed sample of important; all unimportant
N236,SST-2,sentiment_analysis,121,236,not since japanese filmmaker akira kurosawa 's ran have the savagery of combat and the specter of death been visualized with such operatic grandeur .,,,positive,not [0],unimportant,Hossain et al. released GitHub annotation,all important; fixed-seed sample of unimportant
N237,SST-2,sentiment_analysis,32,162,"there seems to be no clear path as to where the story 's going , or how long it 's going to take to get there .",,,negative,no [4],important,Hossain et al. released GitHub annotation,all important; fixed-seed sample of unimportant
N238,SST-2,sentiment_analysis,88,553,"so unassuming and pure of heart , you ca n't help but warmly extend your arms and yell ` safe ! '",,,positive,unassuming [1] | n't [9],unimportant,Hossain et al. released GitHub annotation,all important; fixed-seed sample of unimportant
N239,SST-2,sentiment_analysis,115,691,"an effectively creepy , fear-inducing ( not fear-reducing ) film from japanese director hideo nakata , who takes the superstitious curse on chain letters and actually applies it .",,,positive,not [8],unimportant,Hossain et al. released GitHub annotation,all important; fixed-seed sample of unimportant
N240,CommonsenseQA,question_answering,155,,"Christine couldn't be having a baby at her age, she thought to herself. What was Christine?",,"{""label"": [""A"", ""B"", ""C"", ""D"", ""E""], ""text"": [""old person"", ""begin to talk"", ""adult"", ""old man"", ""girl""]}",A,n't [2],important,Hossain et al. released GitHub annotation,fixed-seed sample of important; all unimportant
N241,CommonsenseQA,question_answering,115,,Where would you borrow furniture if you do not have any?,,"{""label"": [""A"", ""B"", ""C"", ""D"", ""E""], ""text"": [""sewer"", ""neighbor's house"", ""apartment"", ""room"", ""floor""]}",B,not [8],unimportant,Hossain et al. released GitHub annotation,fixed-seed sample of important; all unimportant
N242,CommonsenseQA,question_answering,36,,"She asked her little boy why, he replied that he didn't know and it was just what?",,"{""label"": [""A"", ""B"", ""C"", ""D"", ""E""], ""text"": [""case"", ""reason"", ""how"", ""because"", ""answer""]}",D,n't [12],unimportant,Hossain et al. released GitHub annotation,fixed-seed sample of important; all unimportant
N243,CommonsenseQA,question_answering,55,,"If my husband never helps me doing housework, what might that lead to?",,"{""label"": [""A"", ""B"", ""C"", ""D"", ""E""], ""text"": [""boredom"", ""arguments"", ""headache"", ""exhaustion"", ""park""]}",B,never [3],important,Hossain et al. released GitHub annotation,fixed-seed sample of important; all unimportant
N244,SST-2,sentiment_analysis,173,771,"very special effects , brilliantly bold colors and heightened reality ca n't hide the giant achilles ' heel in `` stuart little 2 `` : there 's just no story , folks .",,,negative,n't [11] | no [30],important,Hossain et al. released GitHub annotation,all important; fixed-seed sample of unimportant
N245,CommonsenseQA,question_answering,24,,"If I did not have a rosebush, where would I get one?",,"{""label"": [""A"", ""B"", ""C"", ""D"", ""E""], ""text"": [""pot"", ""museum"", ""garden center"", ""formal garden"", ""backyard""]}",C,not [3],unimportant,Hossain et al. released GitHub annotation,fixed-seed sample of important; all unimportant
N246,CommonsenseQA,question_answering,123,,Boredom and hunger led to a wandering waste of time and a cart full of unhealthy snacks during her trip to where?,,"{""label"": [""A"", ""B"", ""C"", ""D"", ""E""], ""text"": [""new moon"", ""play cards"", ""read book"", ""see art"", ""grocery shop""]}",E,unhealthy [15],unimportant,Hossain et al. released GitHub annotation,fixed-seed sample of important; all unimportant
N247,SST-2,sentiment_analysis,58,255,no one but a convict guilty of some truly heinous crime should have to sit through the master of disguise .,,,negative,no [0],unimportant,Hossain et al. released GitHub annotation,all important; fixed-seed sample of unimportant
N248,CommonsenseQA,question_answering,15,,"John and Judy were parents.  They had two wonderful kids who weren't always well behaved.  They were light tough, though.  They felt it was a parent's job to do what?",,"{""label"": [""A"", ""B"", ""C"", ""D"", ""E""], ""text"": [""control children"", ""guide children"", ""speak freely"", ""cry"", ""understand children""]}",B,were [13],unimportant,Hossain et al. released GitHub annotation,fixed-seed sample of important; all unimportant
N249,SST-2,sentiment_analysis,5,857,"visually imaginative , thematically instructive and thoroughly delightful , it takes us on a roller-coaster ride from innocence to experience without even a hint of that typical kiddie-flick sentimentality .",,,positive,without [22],unimportant,Hossain et al. released GitHub annotation,all important; fixed-seed sample of unimportant
N250,QNLI,natural_language_inference,573,2472,What is the definition of agency as it relates to capabilities?,"Unlike neoliberalism, which “defines well-being as utility maximization”, economic growth and income are considered a means to an end rather than the end itself.",,not_entailment,"rather than [25, 26]",unimportant,Hossain et al. released GitHub annotation,all important; fixed-seed sample of eligible unimportant
N251,SST-2,sentiment_analysis,33,182,"i sympathize with the plight of these families , but the movie does n't do a very good job conveying the issue at hand .",,,negative,n't [13],important,Hossain et al. released GitHub annotation,all important; fixed-seed sample of unimportant
N252,CommonsenseQA,question_answering,112,,Who is not famous for a superhighway with no speed limit?,,"{""label"": [""A"", ""B"", ""C"", ""D"", ""E""], ""text"": [""europe"", ""germany"", ""industrialized country"", ""city"", ""america""]}",E,not [2] | no [8],important,Hossain et al. released GitHub annotation,fixed-seed sample of important; all unimportant
N253,CommonsenseQA,question_answering,154,,What can happen to you when you are using television and it is not interesting?,,"{""label"": [""A"", ""B"", ""C"", ""D"", ""E""], ""text"": [""turn off"", ""functions"", ""turning off"", ""entertainment"", ""fall asleep""]}",E,not [13],important,Hossain et al. released GitHub annotation,fixed-seed sample of important; all unimportant
N254,SST-2,sentiment_analysis,151,465,"shaky close-ups of turkey-on-rolls , stubbly chins , liver spots , red noses and the filmmakers new bobbed do draw easy chuckles but lead nowhere .",,,negative,nowhere [30],important,Hossain et al. released GitHub annotation,all important; fixed-seed sample of unimportant
N255,CommonsenseQA,question_answering,145,,"Sarah didn't like to play but she didn't want to be sedentary and bored, either, so she took up what?",,"{""label"": [""A"", ""B"", ""C"", ""D"", ""E""], ""text"": [""serious"", ""longplay"", ""musical"", ""eat cake"", ""doing nothing""]}",C,n't [2] | n't [9],important,Hossain et al. released GitHub annotation,fixed-seed sample of important; all unimportant
N256,CommonsenseQA,question_answering,49,,"At the end of the day as he began to eat he paused and thanked her, it wasn't often she would what?",,"{""label"": [""A"", ""B"", ""C"", ""D"", ""E""], ""text"": [""cook dinner"", ""did chores"", ""make food"", ""stretch out"", ""get food""]}",A,n't [19],unimportant,Hossain et al. released GitHub annotation,fixed-seed sample of important; all unimportant
N257,QNLI,natural_language_inference,29,4482,Who lived in a tree to prevent it from being cut down as a form of civil disobedience?,"Julia Butterfly Hill lived in Luna, a 180-foot (55 m)-tall, 600-year-old California Redwood tree for 738 days, successfully preventing it from being cut down.",,entailment,prevent [6],important,Hossain et al. released GitHub annotation,all important; fixed-seed sample of eligible unimportant
N258,CommonsenseQA,question_answering,151,,Where would you use a folding chair but not store one?,,"{""label"": [""A"", ""B"", ""C"", ""D"", ""E""], ""text"": [""beach"", ""city hall"", ""closet"", ""garage"", ""school""]}",A,not [8],unimportant,Hossain et al. released GitHub annotation,fixed-seed sample of important; all unimportant
N259,CommonsenseQA,question_answering,134,,There's some new buying products designed to get you money if you have none. The first step is that it will show you how to declare what?,,"{""label"": [""A"", ""B"", ""C"", ""D"", ""E""], ""text"": [""tax return"", ""bankruptcy"", ""pleasure"", ""debt"", ""spending money""]}",B,none [14],important,Hossain et al. released GitHub annotation,fixed-seed sample of important; all unimportant
N260,CommonsenseQA,question_answering,32,,How would you express information if you do not have a pen or pencil?,,"{""label"": [""A"", ""B"", ""C"", ""D"", ""E""], ""text"": [""may disagree"", ""close mouth"", ""write down"", ""talk"", ""eyes""]}",D,not [8],important,Hossain et al. released GitHub annotation,fixed-seed sample of important; all unimportant
N261,CommonsenseQA,question_answering,75,,James need to use a toilet but there were no public ones in sight.  Eventually he broke down and did something very expensive so that he could get a toilet.  Where might he have gone?,,"{""label"": [""A"", ""B"", ""C"", ""D"", ""E""], ""text"": [""motel room"", ""apartment"", ""bathroom"", ""games"", ""house""]}",A,no [9],unimportant,Hossain et al. released GitHub annotation,fixed-seed sample of important; all unimportant
N262,CommonsenseQA,question_answering,56,,What is unlikely to get bugs on its windshield due to bugs' inability to reach it when it is moving?,,"{""label"": [""A"", ""B"", ""C"", ""D"", ""E""], ""text"": [""airplane"", ""scooter"", ""motorboat"", ""car"", ""motor vehicle""]}",A,unlikely [2] | inability [13],unimportant,Hossain et al. released GitHub annotation,fixed-seed sample of important; all unimportant
N263,CommonsenseQA,question_answering,164,,"The person wasn't bothered by the weather, she had remembered to bring her what?",,"{""label"": [""A"", ""B"", ""C"", ""D"", ""E""], ""text"": [""read book"", ""own house"", ""apartment"", ""more rice"", ""warm coat""]}",E,n't [3],unimportant,Hossain et al. released GitHub annotation,fixed-seed sample of important; all unimportant
N264,SST-2,sentiment_analysis,141,683,true tale of courage -- and complicity -- at auschwitz is a harrowing drama that tries to tell of the unspeakable .,,,positive,unspeakable [20],unimportant,Hossain et al. released GitHub annotation,all important; fixed-seed sample of unimportant
N265,CommonsenseQA,question_answering,148,,"The janitor never had much to clean after services, but there was still always a paper or two to pick up where?",,"{""label"": [""A"", ""B"", ""C"", ""D"", ""E""], ""text"": [""synagogue"", ""front porch"", ""classroom"", ""obesity"", ""grocery store""]}",A,never [2],important,Hossain et al. released GitHub annotation,fixed-seed sample of important; all unimportant
N266,CommonsenseQA,question_answering,127,,Where would you get jewelry if you do not have any?,,"{""label"": [""A"", ""B"", ""C"", ""D"", ""E""], ""text"": [""vault"", ""suitcase"", ""neighbour's house"", ""department store"", ""safe deposit box""]}",D,not [8],unimportant,Hossain et al. released GitHub annotation,fixed-seed sample of important; all unimportant
N267,CommonsenseQA,question_answering,180,,Where would you get a pen if you do not have one?,,"{""label"": [""A"", ""B"", ""C"", ""D"", ""E""], ""text"": [""briefcase"", ""desk drawer"", ""friend's house"", ""pocket"", ""sidewalk""]}",C,not [9],unimportant,Hossain et al. released GitHub annotation,fixed-seed sample of important; all unimportant
N268,QNLI,natural_language_inference,206,3072,In what years did the show see audiences as high as 12 million?,"The first of these was the ""Dalekmania"" period (circa 1964–1965), when the popularity of the Daleks regularly brought Doctor Who ratings of between 9 and 14 million, even for stories which did not feature them.",,not_entailment,not [38],unimportant,Hossain et al. released GitHub annotation,all important; fixed-seed sample of eligible unimportant
N269,SST-2,sentiment_analysis,177,458,"featuring a dangerously seductive performance from the great daniel auteuil , `` sade '' covers the same period as kaufmann 's `` quills '' with more unsettlingly realistic results .",,,positive,unsettlingly [28],unimportant,Hossain et al. released GitHub annotation,all important; fixed-seed sample of unimportant
N270,SST-2,sentiment_analysis,180,441,"there is very little dread or apprehension , and though i like the creepy ideas , they are not executed with anything more than perfunctory skill .",,,negative,not [18],unimportant,Hossain et al. released GitHub annotation,all important; fixed-seed sample of unimportant
N271,SST-2,sentiment_analysis,53,208,"and the lesson , in the end , is nothing new .",,,negative,nothing [9],important,Hossain et al. released GitHub annotation,all important; fixed-seed sample of unimportant
N272,CommonsenseQA,question_answering,28,,"james told his son to settle down and be careful.  There were many frogs mating in the area, and James didn't want his son to do what to them?",,"{""label"": [""A"", ""B"", ""C"", ""D"", ""E""], ""text"": [""wander"", ""migrate"", ""scare"", ""disturb"", ""agitate""]}",D,did [23],important,Hossain et al. released GitHub annotation,fixed-seed sample of important; all unimportant
N273,CommonsenseQA,question_answering,122,,What do people do when they don't understand something?,,"{""label"": [""A"", ""B"", ""C"", ""D"", ""E""], ""text"": [""ask questions"", ""experience joy"", ""believe in god"", ""talk to each other"", ""get sick""]}",A,n't [7],important,Hossain et al. released GitHub annotation,fixed-seed sample of important; all unimportant
N274,CommonsenseQA,question_answering,136,,If the wood texture is not smooth it is what?,,"{""label"": [""A"", ""B"", ""C"", ""D"", ""E""], ""text"": [""gilded"", ""porous"", ""solid"", ""painted"", ""less dense than water""]}",B,not [5],important,Hossain et al. released GitHub annotation,fixed-seed sample of important; all unimportant
N275,CommonsenseQA,question_answering,108,,"He kept plugging away in his cubicle, it seemed he was the only person not called into the what?",,"{""label"": [""A"", ""B"", ""C"", ""D"", ""E""], ""text"": [""building"", ""conference"", ""assessment"", ""demonstration"", ""garage""]}",B,not [15],unimportant,Hossain et al. released GitHub annotation,fixed-seed sample of important; all unimportant
N276,SST-2,sentiment_analysis,113,374,"the movie is what happens when you blow up small potatoes to 10 times their natural size , and it ai n't pretty .",,,negative,n't [21],important,Hossain et al. released GitHub annotation,all important; fixed-seed sample of unimportant
N277,SST-2,sentiment_analysis,112,14,even horror fans will most likely not find what they 're seeking with trouble every day ; the movie lacks both thrills and humor .,,,negative,not [6],important,Hossain et al. released GitHub annotation,all important; fixed-seed sample of unimportant
N278,QNLI,natural_language_inference,345,5268,What time did a river system develop in the Upper Rhine Graben?,"At that time, it did not yet carry discharge from the Alps; instead, the watersheds of the Rhone and Danube drained the northern flanks of the Alps.",,not_entailment,not [6],unimportant,Hossain et al. released GitHub annotation,all important; fixed-seed sample of eligible unimportant
N279,SST-2,sentiment_analysis,159,548,"i 've always dreamed of attending cannes , but after seeing this film , it 's not that big a deal .",,,negative,not [17],important,Hossain et al. released GitHub annotation,all important; fixed-seed sample of unimportant
N280,CommonsenseQA,question_answering,146,,"The child felt like it was all pretend, he didn't understand what?",,"{""label"": [""A"", ""B"", ""C"", ""D"", ""E""], ""text"": [""people believe"", ""daydreams"", ""transcendentalism"", ""laughter"", ""religion""]}",E,n't [11],unimportant,Hossain et al. released GitHub annotation,fixed-seed sample of important; all unimportant
N281,SST-2,sentiment_analysis,44,101,"his last movie was poetically romantic and full of indelible images , but his latest has nothing going for it .",,,negative,nothing [16],important,Hossain et al. released GitHub annotation,all important; fixed-seed sample of unimportant
N282,SST-2,sentiment_analysis,126,501,"harrison 's flowers puts its heart in the right place , but its brains are in no particular place at all .",,,positive,no [16],unimportant,Hossain et al. released GitHub annotation,all important; fixed-seed sample of unimportant
N283,SST-2,sentiment_analysis,73,119,comes ... uncomfortably close to coasting in the treads of the bicycle thief .,,,negative,uncomfortably [2],unimportant,Hossain et al. released GitHub annotation,all important; fixed-seed sample of unimportant
N284,CommonsenseQA,question_answering,88,,What could you get an unsmooth pit from?,,"{""label"": [""A"", ""B"", ""C"", ""D"", ""E""], ""text"": [""backyard"", ""rock"", ""mine"", ""cherry"", ""peach""]}",E,unsmooth [5],important,Hossain et al. released GitHub annotation,fixed-seed sample of important; all unimportant
N285,SST-2,sentiment_analysis,16,363,it 's a grab bag of genres that do n't add up to a whole lot of sense .,,,negative,n't [9],important,Hossain et al. released GitHub annotation,all important; fixed-seed sample of unimportant
N286,CommonsenseQA,question_answering,69,,Where is likely to not just have a kosher restaurant?,,"{""label"": [""A"", ""B"", ""C"", ""D"", ""E""], ""text"": [""jerusalem"", ""jewish neighborhoods"", ""dining in"", ""new york city"", ""dining""]}",D,not [4],important,Hossain et al. released GitHub annotation,fixed-seed sample of important; all unimportant
N287,QNLI,natural_language_inference,545,842,How many touchdowns did Manning have at the end of the game?,Manning finished the game 13 of 23 for 141 yards with one interception and zero touchdowns.,,entailment,zero [14],important,Hossain et al. released GitHub annotation,all important; fixed-seed sample of eligible unimportant
N288,SST-2,sentiment_analysis,13,400,it 's refreshing to see a girl-power movie that does n't feel it has to prove anything .,,,positive,n't [12],unimportant,Hossain et al. released GitHub annotation,all important; fixed-seed sample of unimportant
N289,SST-2,sentiment_analysis,143,631,burns never really harnesses to full effect the energetic cast .,,,negative,never [1],important,Hossain et al. released GitHub annotation,all important; fixed-seed sample of unimportant
N290,SST-2,sentiment_analysis,97,141,the character of zigzag is not sufficiently developed to support a film constructed around him .,,,negative,not [5],important,Hossain et al. released GitHub annotation,all important; fixed-seed sample of unimportant
N291,CommonsenseQA,question_answering,93,,"She wanted to get in shape, but she couldn't stay focused on the hour long what?",,"{""label"": [""A"", ""B"", ""C"", ""D"", ""E""], ""text"": [""sweating"", ""excercise"", ""work out"", ""video"", ""swim""]}",C,n't [10],unimportant,Hossain et al. released GitHub annotation,fixed-seed sample of important; all unimportant
N292,CommonsenseQA,question_answering,124,,Where would using a boat not require navigation skills?,,"{""label"": [""A"", ""B"", ""C"", ""D"", ""E""], ""text"": [""water"", ""ocean"", ""garage"", ""harbor"", ""river""]}",E,not [5],important,Hossain et al. released GitHub annotation,fixed-seed sample of important; all unimportant
N293,SST-2,sentiment_analysis,198,421,it 's one heck of a character study -- not of hearst or davies but of the unique relationship between them .,,,positive,not [9],unimportant,Hossain et al. released GitHub annotation,all important; fixed-seed sample of unimportant
N294,CommonsenseQA,question_answering,8,,What would you do if your date does not show up?,,"{""label"": [""A"", ""B"", ""C"", ""D"", ""E""], ""text"": [""wait for"", ""bathe"", ""go for haircut"", ""plan revenge"", ""dress nice""]}",A,not [8],important,Hossain et al. released GitHub annotation,fixed-seed sample of important; all unimportant
N295,SST-2,sentiment_analysis,116,595,"all the amped-up tony hawk-style stunts and thrashing rap-metal ca n't disguise the fact that , really , we 've been here , done that .",,,negative,n't [16],unimportant,Hossain et al. released GitHub annotation,all important; fixed-seed sample of unimportant
N296,CommonsenseQA,question_answering,47,,"The goal was to hit the target, but a projectile ball can't hit anything if it isn't in what?",,"{""label"": [""A"", ""B"", ""C"", ""D"", ""E""], ""text"": [""motion"", ""ocean"", ""flintlock"", ""arcade"", ""tennis court""]}",A,n't [13] | n't [19],unimportant,Hossain et al. released GitHub annotation,fixed-seed sample of important; all unimportant
N297,QNLI,natural_language_inference,136,3862,Who lives no longer on average than Greeks and New Zealanders?,"Americans live no longer on average (about 77 years in 2004) than Greeks (78 years) or New Zealanders (78), though the USA has a higher GDP per capita.",,entailment,no [2] | no [2],unimportant,Hossain et al. released GitHub annotation,all important; fixed-seed sample of eligible unimportant
N298,CommonsenseQA,question_answering,10,,The planet Mercury is unsuitable for human life or what?,,"{""label"": [""A"", ""B"", ""C"", ""D"", ""E""], ""text"": [""toxic"", ""uninhabitable"", ""mercury sulphide"", ""poisonous"", ""jupiter""]}",B,unsuitable [4],unimportant,Hossain et al. released GitHub annotation,fixed-seed sample of important; all unimportant
N299,SST-2,sentiment_analysis,140,851,"impostor has a handful of thrilling moments and a couple of good performances , but the movie does n't quite fly .",,,negative,n't [18],important,Hossain et al. released GitHub annotation,all important; fixed-seed sample of unimportant
N300,CommonsenseQA,question_answering,11,,What should everyone do who doesn't want to fight anymore?,,"{""label"": [""A"", ""B"", ""C"", ""D"", ""E""], ""text"": [""explicate"", ""pay tribute to king"", ""hope for peace"", ""wear shoes"", ""do well""]}",C,n't [6],important,Hossain et al. released GitHub annotation,fixed-seed sample of important; all unimportant
N301,CommonsenseQA,question_answering,162,,James is carrying a duffel bag with him because he doesn't have a vehicle of his own and needs a bag to carry his things in while he uses what?,,"{""label"": [""A"", ""B"", ""C"", ""D"", ""E""], ""text"": [""library"", ""transit"", ""bus station"", ""army barracks"", ""locker room""]}",B,n't [11],important,Hossain et al. released GitHub annotation,fixed-seed sample of important; all unimportant
N302,CommonsenseQA,question_answering,54,,The teacher doesn't tolerate noise during a test in their what?,,"{""label"": [""A"", ""B"", ""C"", ""D"", ""E""], ""text"": [""movie theatre"", ""bowling alley"", ""factory"", ""store"", ""classroom""]}",E,n't [3],unimportant,Hossain et al. released GitHub annotation,fixed-seed sample of important; all unimportant
